Date,price,volume,high,low,open,usd_index,returns,sma_7,sma_14,sma_30,sma_200,ema_12,ema_26,rsi,macd,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,bb_width,bb_position,volatility_20,volatility_60,momentum_10,momentum_20,price_sma7_ratio,price_sma30_ratio,price_sma200_ratio,volume_sma_20,volume_ratio,usd_sma_20,usd_momentum,price_usd_ratio,price_lag1,price_lag2,price_lag3,returns_lag1,returns_lag2,returns_lag3,rsi_lag1,rsi_lag2,rsi_lag3,macd_lag1,macd_lag2,macd_lag3
2016-06-10 00:00:00-04:00,1273.4000244140625,397,1278.0,1265.300048828125,1267.5999755859375,94.5999984741211,0.002519346059834948,1248.9000069754463,1236.1714390345983,1256.4933349609375,1168.0869982910156,1248.6079114013198,1248.055197960579,59.66852132861237,0.5527134407407175,-4.363444159882955,4.916157600623673,1292.976696865728,1245.4100036621094,1197.8433104584908,0.07638720271035149,0.7942186944984418,0.14080003881934455,0.16270412302071188,0.043684984750965494,0.002440349103975281,1.0196172770452214,1.0134554549417094,1.0901585466468906,13942.6,0.028473885788877253,94.86049957275391,-0.005989279245465107,13.460888424458226,1270.199951171875,1259.800048828125,1244.4000244140625,0.008255200778428451,0.012375461356418427,-0.00016065497010864238,57.46270696212621,44.02410761518503,34.62282672471906,-1.9273569018537273,-4.738968650037577,-7.199778267950705
2016-06-13 00:00:00-04:00,1284.4000244140625,328,1287.300048828125,1273.0,1276.199951171875,94.37000274658203,0.008638291023326694,1259.5571463448662,1238.550013950893,1256.3333374023437,1168.8859985351562,1254.1143903263571,1250.7474078426542,64.07443102551613,3.366982483702941,-2.817358831165776,6.184341314868717,1295.3631038097894,1246.0350036621094,1196.7069035144293,0.07917610661450807,0.8888759209973087,0.1439654776750771,0.15287267266137738,0.05816441979393461,0.009827816463608086,1.0197235021382622,1.0223401593957149,1.0988240307640507,13955.7,0.02350294145044677,94.84849967956544,-0.012039300009416887,13.610257359673351,1273.4000244140625,1270.199951171875,1259.800048828125,0.002519346059834948,0.008255200778428451,0.012375461356418427,59.66852132861237,57.46270696212621,44.02410761518503,0.5527134407407175,-1.9273569018537273,-4.738968650037577
2016-06-14 00:00:00-04:00,1285.5999755859375,554,1289.699951171875,1277.800048828125,1281.800048828125,94.93000030517578,0.0009342503496310162,1266.0571463448662,1242.6000104631696,1256.0300048828126,1169.7019982910156,1258.9583265201386,1253.3290799847484,79.13672404275606,5.629246535390166,-1.128037757854587,6.757284293244753,1297.6704699016038,1246.645001220703,1195.6195325398023,0.0818604632929777,0.8817208873557646,0.143953400120289,0.1517798384803843,0.05828113591706785,0.009580611699366637,1.0154359771969945,1.0235424078948527,1.0990833370074204,13981.2,0.03962463880067519,94.866499710083,-0.010011461993775894,13.542610043748667,1284.4000244140625,1273.4000244140625,1270.199951171875,0.008638291023326694,0.002519346059834948,0.008255200778428451,64.07443102551613,59.66852132861237,57.46270696212621,3.366982483702941,0.5527134407407175,-1.9273569018537273
2016-06-15 00:00:00-04:00,1285.800048828125,162,1296.199951171875,1278.800048828125,1284.5999755859375,94.61000061035156,0.00015562635811061654,1271.94287109375,1247.050013950893,1255.8666748046876,1170.4654986572266,1263.0878222598287,1255.7343373306933,83.82201298374248,7.353484929135448,0.5682667795434203,6.785218149592027,1299.4843057847602,1247.1250061035157,1194.7657064222713,0.08396800549262415,0.8693235295358906,0.14381921439778936,0.15076037136215986,0.060978647516565676,0.007522408731825081,1.0108944969536715,1.0238348342415349,1.0985373343368188,13988.5,0.01158094148765057,94.8694995880127,-0.008904237191212694,13.590529970754929,1285.5999755859375,1284.4000244140625,1273.4000244140625,0.0009342503496310162,0.008638291023326694,0.002519346059834948,79.13672404275606,64.07443102551613,59.66852132861237,5.629246535390166,3.366982483702941,0.5527134407407175
2016-06-16 00:00:00-04:00,1296.0999755859375,251,1316.4000244140625,1281.0999755859375,1296.300048828125,94.56999969482422,0.008010519806092686,1279.328578404018,1252.4785853794642,1256.6266723632812,1171.2879986572266,1268.1666150792303,1258.7243850630437,88.38393304118588,9.442230016186613,2.3430594268720593,7.099170589314554,1303.8551902719005,1248.2450073242187,1192.634824376537,0.08910139054653973,0.9302716312472923,0.1459755015274748,0.1514101781782575,0.07133404139089516,0.017586578686332954,1.0131095306280442,1.0314121163355705,1.1065595968470576,14000.2,0.017928315309781288,94.84399948120117,-0.010359961166412801,13.705191707395898,1285.800048828125,1285.5999755859375,1284.4000244140625,0.00015562635811061654,0.0009342503496310162,0.008638291023326694,83.82201298374248,79.13672404275606,64.07443102551613,7.353484929135448,5.629246535390166,3.366982483702941
2016-06-17 00:00:00-04:00,1292.5,129,1300.0999755859375,1280.300048828125,1280.300048828125,94.20999908447266,-0.0027775446753712796,1284.0,1258.1000104631696,1257.3300048828125,1172.0569989013673,1271.9102127593487,1261.2262828176654,90.86194745008163,10.683929941683346,4.011233529834318,6.672696411849028,1309.1676586168276,1250.160009765625,1191.1523609144226,0.09440015420468455,0.8587669654585135,0.1337724913429645,0.1455864457372379,0.042254677401557084,0.0305374344755307,1.006619937694704,1.0279719683620097,1.1027620680662549,14003.2,0.009212180073126143,94.78999938964844,0.0019142859461083184,13.719350520756189,1296.0999755859375,1285.800048828125,1285.5999755859375,0.008010519806092686,0.00015562635811061654,0.0009342503496310162,88.38393304118588,83.82201298374248,79.13672404275606,9.442230016186613,7.353484929135448,5.629246535390166
2016-06-20 00:00:00-04:00,1290.0,153,1291.199951171875,1280.300048828125,1288.9000244140625,93.61000061035156,-0.0019342359767892114,1286.828578404018,1263.471435546875,1257.2333374023438,1172.8444989013672,1274.6932569502183,1263.3576695531835,88.44585958640798,11.335587397034715,5.476104303274398,5.859483093760317,1313.6850991968379,1252.0400085449219,1190.3949178930059,0.09847143898150319,0.8078914399641514,0.13393129247467808,0.1455910392315991,0.03647760349078344,0.030022336995345178,1.0024645253060167,1.0260625149070242,1.0998900546563295,14008.65,0.010921823302031244,94.70499954223632,-0.0030884016061215602,13.780578908118814,1292.5,1296.0999755859375,1285.800048828125,-0.0027775446753712796,0.008010519806092686,0.00015562635811061654,90.86194745008163,88.38393304118588,83.82201298374248,10.683929941683346,9.442230016186613,7.353484929135448
2016-06-21 00:00:00-04:00,1270.5,134,1293.9000244140625,1266.300048828125,1293.9000244140625,94.0199966430664,-0.015116279069767424,1286.4142892020088,1267.6571480887276,1257.3966715494792,1173.5784991455077,1274.0481404963384,1263.8867311315578,75.611926633894,10.161409364780638,6.413165315575646,3.7482440492049927,1315.2009319027077,1253.010009765625,1190.8190876285423,0.09926644105375577,0.6406152990931953,0.14624577097259744,0.14921646848633252,0.02097394332519964,0.015506374224790953,0.9876289548898894,1.0104209981996959,1.0825862956121484,14012.55,0.009562856153947712,94.64449920654297,0.0020248833880853745,13.513082805387382,1290.0,1292.5,1296.0999755859375,-0.0019342359767892114,-0.0027775446753712796,0.008010519806092686,88.44585958640798,90.86194745008163,88.38393304118588,11.335587397034715,10.683929941683346,9.442230016186613
2016-06-22 00:00:00-04:00,1268.0,53,1269.199951171875,1264.9000244140625,1267.0,93.72000122070312,-0.001967729240456517,1284.0714285714287,1271.8142874581474,1257.5333374023437,1174.3154992675782,1273.1176573430557,1264.1914177484236,75.34845391518863,8.92623959463208,6.915780171386933,2.0104594232451465,1316.418618419228,1254.9650085449218,1193.5113986706156,0.09793677027785674,0.6060555391435849,0.1294570886701748,0.14714060453420003,0.006508930666817125,0.03181705167967608,0.9874840073427156,1.0083231690853438,1.0797779649428565,14014.2,0.0037818783804997786,94.55199928283692,0.0013890895170369788,13.529662649213599,1270.5,1290.0,1292.5,-0.015116279069767424,-0.0019342359767892114,-0.0027775446753712796,75.611926633894,88.44585958640798,90.86194745008163,10.161409364780638,11.335587397034715,10.683929941683346
2016-06-23 00:00:00-04:00,1261.199951171875,218,1270.5,1255.199951171875,1263.4000244140625,93.52999877929688,-0.005362814533221627,1280.5857107979912,1273.3214285714287,1257.086669921875,1175.0194989013671,1271.284164085951,1263.9698276087342,61.5553080573156,7.314336477216784,6.995491432552904,0.3188450446638802,1316.5269569960328,1256.8500061035156,1197.1730552109984,0.0949627252300815,0.5364457718038742,0.13009588807245884,0.14681434662442205,-0.0070854986190928,0.030813200794340023,0.9848618023279082,1.003272074510388,1.0733438486349256,14024.85,0.015543838258519698,94.4609992980957,-0.0060573826149527,13.484443147999325,1268.0,1270.5,1290.0,-0.001967729240456517,-0.015116279069767424,-0.0019342359767892114,75.34845391518863,75.611926633894,88.44585958640798,8.92623959463208,10.161409364780638,11.335587397034715
